URL,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,label
https://nagad.com/show-where-together,TX000033,AC65053,470.76,2025-02-25 09:11:40,Credit,Khulna,D993825,188.173.5.65,M341,POS,30,Doctor,69,2,29014.73,2025-01-14 09:11:40,0
https://americanexpress.com/agency-least-prove,TX000034,AC17825,2873.28,2024-03-17 14:48:40,Debit,Khulna,D107455,114.29.165.41,M166,Online,61,Teacher,236,5,221.8,2024-02-16 14:48:40,0
https://nagad.com/computer-record-low,TX000035,AC65752,3376.65,2024-07-17 09:08:49,Debit,Barisal,D325360,201.202.79.9,M345,MobileApp,60,Businessman,84,1,13395.7,2024-06-17 09:08:49,0
https://skrill.com/present-cover-foot,TX000036,AC51173,1884.76,2025-02-16 19:52:01,Debit,Chittagong,D841672,196.47.228.136,M319,POS,70,Businessman,294,1,49654.63,2025-01-29 19:52:01,0
https://skrill.com/condition-camera,TX000037,AC94358,480.84,2024-04-27 18:41:01,Debit,Barisal,D399647,136.3.112.235,M899,MobileApp,69,Doctor,169,3,27855.63,2024-04-11 18:41:01,0
https://chase.com/just-entire-money,TX000038,AC43326,1758.36,2024-07-02 20:06:35,Credit,Chittagong,D658729,204.185.212.240,M556,MobileApp,48,Student,22,1,15587.42,2024-06-11 20:06:35,0
https://americanexpress.com/build-effort-build,TX000039,AC70407,3196.64,2025-07-04 21:53:19,Debit,Chittagong,D738742,46.227.253.187,M235,ATM,45,Banker,68,4,24305.88,2025-05-10 21:53:19,0
https://chase.com/rest-reflect-hear,TX000040,AC95246,2828.27,2025-11-07 03:33:42,Debit,Rajshahi,D852439,206.52.87.6,M752,POS,70,Teacher,179,4,7517.67,2025-10-26 03:33:42,0
https://stripe.com/fact-once-change,TX000041,AC10100,4052.73,2025-08-29 21:26:32,Debit,Sylhet,D450987,133.240.101.225,M760,ATM,61,Doctor,229,2,9254.36,2025-07-01 21:26:32,0
https://chase.com/world-look-moment,TX000042,AC11930,2175.09,2025-06-08 23:23:48,Credit,Dhaka,D345883,194.205.33.89,M654,Online,49,Engineer,37,5,20172.51,2025-04-18 23:23:48,0
https://paytm.com/democrat-to-what,TX000043,AC64246,2108.82,2025-10-01 14:22:40,Debit,Khulna,D352316,20.98.88.38,M234,ATM,28,Businessman,233,2,24617.79,2025-09-19 14:22:40,0
https://hsbc.com/particularly-better,TX000044,AC65601,1843.5,2025-03-05 14:38:29,Debit,Barisal,D376086,179.120.6.151,M550,Online,32,Banker,132,1,8016.48,2025-02-06 14:38:29,0
https://hsbc.com/usually-son-let,TX000045,AC82285,1723.89,2025-05-02 10:44:20,Credit,Sylhet,D964356,125.255.125.80,M449,ATM,61,Student,194,2,4936.81,2025-04-29 10:44:20,0
https://paytm.com/article-thought,TX000046,AC10514,1103.43,2024-01-22 17:04:27,Debit,Rajshahi,D870464,151.183.0.161,M175,Online,24,Banker,277,5,43550.36,2023-12-15 17:04:27,0
https://nagad.com/claim-shoulder-side,TX000047,AC99686,2960.95,2025-05-14 02:37:52,Credit,Barisal,D912974,190.185.165.254,M600,POS,33,Engineer,92,5,36786.93,2025-04-15 02:37:52,0
https://payoneer.com/skill-operation,TX000048,AC47778,4517.85,2025-04-02 11:15:12,Credit,Barisal,D726010,139.54.96.245,M921,MobileApp,53,Lawyer,53,3,18602.3,2025-02-08 11:15:12,0
https://bkas.com/expert-hope-central,TX000049,AC74182,403.48,2025-08-20 15:28:27,Credit,Rajshahi,D162448,200.224.173.48,M705,POS,44,Lawyer,203,3,6886.08,2025-06-22 15:28:27,0
https://stripe.com/every-expert-may,TX000050,AC67847,183.61,2024-04-27 01:05:44,Debit,Rajshahi,D503631,150.168.41.62,M729,ATM,21,Teacher,278,3,6343.78,2024-03-13 01:05:44,0
https://hsbc.com/agent-personal,TX000051,AC93196,1154.43,2024-11-27 08:47:07,Credit,Rajshahi,D874166,164.50.49.161,M587,Online,70,Banker,165,3,18381.78,2024-11-05 08:47:07,0
https://hsbc.com/student-front,TX000052,AC81843,2684.7,2024-07-06 10:02:35,Debit,Dhaka,D665455,68.90.201.131,M216,ATM,51,Student,165,4,1626.48,2024-05-12 10:02:35,0
https://bankofamerica.com/myself-board-wall,TX000053,AC78501,1775.31,2024-08-25 01:10:15,Debit,Barisal,D823255,133.102.120.150,M924,Online,32,Banker,135,1,7054.67,2024-07-17 01:10:15,0
https://skrill.com/shoulder-social,TX000054,AC44368,1761.64,2025-05-28 21:10:42,Debit,Chittagong,D759389,4.11.77.194,M522,Online,22,Lawyer,178,2,47833.86,2025-04-06 21:10:42,0
https://americanexpress.com/hit-enjoy-election,TX000055,AC50983,1336.21,2024-02-16 15:34:44,Debit,Dhaka,D869533,43.236.168.237,M197,MobileApp,24,Teacher,217,1,48444.03,2023-12-28 15:34:44,0
https://americanexpress.com/draw-on-opportunity,TX000056,AC38528,4032.75,2024-03-25 20:08:58,Debit,Chittagong,D915601,85.160.12.209,M822,Online,51,Banker,151,5,5741.6,2024-02-21 20:08:58,0
https://stripe.com/cultural-language,TX000057,AC63441,2378.56,2024-02-28 03:08:12,Debit,Sylhet,D184459,124.218.123.64,M704,MobileApp,52,Teacher,234,5,18191.34,2024-02-05 03:08:12,0
https://chase.com/chair-indicate,TX000058,AC37298,482.8,2025-11-03 13:00:38,Credit,Chittagong,D285353,90.144.28.191,M893,ATM,61,Banker,206,5,44745.21,2025-09-20 13:00:38,0
https://hsbc.com/lawyer-size-side,TX000059,AC25153,338.38,2024-11-02 17:55:32,Debit,Barisal,D195631,223.201.169.82,M728,Online,41,Businessman,31,1,33941.34,2024-10-16 17:55:32,0
https://payoneer.com/child-serious-like,TX000060,AC65277,3166.71,2024-09-09 15:02:36,Debit,Chittagong,D898227,67.34.130.42,M439,Online,41,Student,37,4,21689.73,2024-08-13 15:02:36,0
https://americanexpress.com/item-reason-now,TX000061,AC28407,1438.69,2025-02-18 15:33:56,Credit,Barisal,D852896,83.122.173.72,M333,ATM,66,Engineer,115,5,28807.36,2025-01-28 15:33:56,0
https://payoneer.com/response-where-yard,TX000062,AC13276,4243.91,2025-10-10 09:57:08,Credit,Rajshahi,D803185,61.181.149.171,M442,Online,52,Teacher,135,4,25448.58,2025-08-29 09:57:08,0
https://bankofamerica.com/response-everything,TX000063,AC55385,864.63,2025-06-07 10:05:30,Credit,Khulna,D639559,220.106.222.163,M786,ATM,56,Student,110,1,2641.37,2025-05-12 10:05:30,0
https://nagad.com/six-defense-old,TX000064,AC95235,3618.65,2024-01-22 23:55:38,Credit,Khulna,D107757,8.50.47.107,M810,ATM,57,Doctor,91,1,381.06,2023-12-27 23:55:38,0
https://skrill.com/sing-perform,TX000065,AC53248,3761.08,2023-12-23 17:57:19,Debit,Dhaka,D445051,204.198.12.176,M336,ATM,71,Banker,77,1,15021.91,2023-11-20 17:57:19,0
https://bkas.com/visit-send-hope,TX000066,AC93986,4654.06,2024-01-21 16:50:07,Credit,Barisal,D895902,12.90.45.131,M277,ATM,39,Lawyer,184,3,45103.92,2024-01-18 16:50:07,0
https://nagad.com/near-project-if,TX000067,AC31553,4731.17,2025-04-05 14:05:23,Debit,Rajshahi,D694271,202.43.19.225,M329,Online,64,Businessman,171,1,45138.26,2025-04-03 14:05:23,0
https://chase.com/worry-remember-try,TX000068,AC34561,2099.97,2024-06-30 04:55:56,Debit,Rajshahi,D378742,193.241.245.179,M645,MobileApp,54,Teacher,169,2,17388.77,2024-06-03 04:55:56,0
https://nagad.com/place-east-entire,TX000069,AC46210,3260.41,2024-05-15 07:21:24,Debit,Khulna,D215494,218.28.156.155,M111,POS,58,Teacher,132,2,37146.33,2024-04-23 07:21:24,0
https://paypal.com/piece-sense-nation,TX000070,AC10912,1903.38,2024-03-31 22:56:43,Debit,Sylhet,D216915,107.113.172.27,M533,MobileApp,63,Student,215,3,8991.08,2024-03-14 22:56:43,0
https://bkas.com/she-record-respond,TX000071,AC74355,3782.66,2025-01-14 21:14:21,Credit,Barisal,D902271,49.147.79.100,M214,ATM,35,Student,5,5,3286.32,2024-11-17 21:14:21,0
https://chase.com/difficult-notice,TX000072,AC40714,2891.63,2025-09-09 02:30:19,Debit,Barisal,D852772,5.33.7.3,M447,ATM,53,Banker,261,3,40191.26,2025-07-21 02:30:19,0
https://paytm.com/avoid-author-plant,TX000073,AC70191,1519.15,2024-04-25 06:40:35,Debit,Khulna,D313691,191.69.139.153,M644,POS,72,Teacher,225,3,46247.95,2024-03-25 06:40:35,0
https://americanexpress.com/role-worker,TX000074,AC29403,2401.6,2024-03-26 11:13:40,Debit,Chittagong,D276765,54.99.47.124,M633,Online,32,Teacher,233,1,26491.86,2024-02-09 11:13:40,0
https://stripe.com/girl-answer-school,TX000075,AC62284,816.89,2025-03-08 03:16:10,Debit,Sylhet,D813280,22.50.147.183,M727,POS,27,Teacher,93,5,23343.19,2025-02-05 03:16:10,0
https://skrill.com/either-time,TX000076,AC41110,4382.97,2024-09-26 05:21:34,Credit,Barisal,D594229,76.24.89.203,M495,Online,62,Doctor,6,1,38030.97,2024-08-13 05:21:34,0
https://americanexpress.com/unit-center-moment,TX000077,AC77953,2453.81,2024-10-23 16:39:37,Credit,Dhaka,D980223,212.62.205.67,M939,POS,63,Student,208,4,29063.51,2024-09-30 16:39:37,0
https://nagad.com/present-news,TX000078,AC51854,2624.77,2024-04-11 07:30:35,Credit,Barisal,D671046,159.144.197.175,M995,MobileApp,53,Doctor,23,1,49523.21,2024-02-29 07:30:35,0
https://skrill.com/line-reason-work,TX000079,AC77803,3533.12,2025-06-06 05:37:25,Debit,Barisal,D105946,70.208.144.78,M224,MobileApp,49,Doctor,109,5,27788.68,2025-06-05 05:37:25,0
https://chase.com/health-investment,TX000080,AC39917,4280.23,2024-02-04 07:42:38,Credit,Chittagong,D117166,213.183.244.210,M310,Online,66,Student,236,1,27012.75,2023-12-26 07:42:38,0
https://nagad.com/try-charge-prepare,TX000081,AC47357,2230.81,2024-11-09 19:52:13,Debit,Rajshahi,D735180,201.55.139.71,M311,MobileApp,58,Lawyer,206,4,5733.01,2024-11-05 19:52:13,0
https://chase.com/consumer-word-page,TX000082,AC13312,3572.72,2025-06-28 09:25:07,Debit,Khulna,D879978,204.175.251.6,M953,ATM,48,Lawyer,11,3,41560.82,2025-05-01 09:25:07,0
https://americanexpress.com/language-agree,TX000083,AC66532,3402.15,2025-06-16 07:31:18,Debit,Rajshahi,D825543,157.219.38.89,M763,POS,55,Doctor,8,2,10891.08,2025-04-24 07:31:18,0
https://paytm.com/east-good-happy,TX000084,AC21686,4761.98,2024-11-23 20:58:04,Debit,Barisal,D138242,183.95.116.237,M867,ATM,64,Doctor,212,1,13256.06,2024-10-03 20:58:04,0
https://paypal.com/then-significant,TX000085,AC83122,3980.45,2024-01-31 22:39:49,Credit,Dhaka,D230503,128.103.145.34,M489,MobileApp,57,Doctor,51,3,45108.47,2023-12-21 22:39:49,0
https://bankofamerica.com/real-community,TX000086,AC42761,3400.65,2025-01-14 21:23:56,Credit,Barisal,D782773,173.147.177.12,M201,Online,49,Engineer,178,3,33270.23,2024-12-17 21:23:56,0
https://skrill.com/civil-staff,TX000087,AC10023,187.15,2024-07-19 10:38:09,Credit,Chittagong,D245881,67.91.193.131,M750,ATM,54,Businessman,222,3,41526.9,2024-06-06 10:38:09,0
https://bankofamerica.com/six-add-strong,TX000088,AC17989,2056.44,2025-01-23 10:51:04,Debit,Sylhet,D168154,176.220.38.58,M370,ATM,19,Businessman,249,5,3020.51,2024-12-13 10:51:04,0
https://hsbc.com/will-they-science,TX000089,AC99101,2392.72,2023-12-09 17:46:32,Credit,Barisal,D459106,166.90.118.14,M683,Online,21,Teacher,158,5,12236.13,2023-12-03 17:46:32,0
https://paytm.com/at-seek-strategy,TX000090,AC91093,4739.38,2023-12-13 08:46:42,Debit,Chittagong,D192684,159.225.50.233,M237,Online,70,Engineer,291,1,9715.89,2023-11-17 08:46:42,0
https://stripe.com/indeed-training,TX000091,AC60545,2537.76,2024-07-02 19:50:52,Debit,Barisal,D134388,137.143.37.65,M931,MobileApp,29,Engineer,286,3,31624.06,2024-06-26 19:50:52,0
https://nagad.com/grow-likely-data,TX000092,AC20494,2625.21,2025-05-09 13:07:46,Debit,Barisal,D307295,215.73.176.51,M790,Online,27,Businessman,108,2,16130.8,2025-04-02 13:07:46,0
https://bankofamerica.com/process-entire,TX000093,AC43364,210.59,2025-09-22 12:45:02,Debit,Dhaka,D193185,198.155.81.214,M309,POS,71,Businessman,198,5,19858.08,2025-08-12 12:45:02,0
https://americanexpress.com/personal-stay-girl,TX000094,AC66664,4003.57,2024-05-29 05:29:55,Debit,Khulna,D403071,211.99.78.165,M890,MobileApp,61,Engineer,217,3,2283.48,2024-05-20 05:29:55,0
https://bankofamerica.com/early-become-member,TX000095,AC40347,555.43,2025-01-16 19:22:59,Debit,Chittagong,D272040,31.74.231.224,M736,Online,34,Businessman,236,4,31995.16,2025-01-07 19:22:59,0
https://payoneer.com/artist-action,TX000096,AC43638,120.68,2024-05-02 20:13:02,Credit,Sylhet,D817378,181.156.190.131,M180,MobileApp,68,Student,143,2,29287.18,2024-03-09 20:13:02,0
https://paypal.com/nation-movie-part,TX000097,AC86700,4932.46,2024-03-01 11:04:20,Debit,Sylhet,D104662,202.195.146.157,M439,ATM,51,Doctor,133,4,45262.59,2024-01-30 11:04:20,0
https://skrill.com/charge-control,TX000098,AC57990,4769.88,2024-09-12 04:03:36,Debit,Dhaka,D672503,201.160.99.67,M333,POS,56,Teacher,155,2,35698.1,2024-08-21 04:03:36,0
https://stripe.com/standard-owner,TX000099,AC75230,3282.0,2025-01-26 21:40:32,Debit,Dhaka,D206092,218.207.45.25,M860,MobileApp,67,Teacher,87,5,28016.94,2024-12-11 21:40:32,0
https://bkas.com/responsibility-run,TX000100,AC91299,1128.77,2025-07-08 00:49:49,Credit,Barisal,D863653,92.242.10.180,M444,ATM,37,Lawyer,206,5,7474.03,2025-07-07 00:49:49,0
